"regional_code","common_name_en","common_name_fr","scientific_name","aphia_id","count_of_occurrences_in_db"
2000,NA,NA,"CRUSTACEA",1066,10
2001,"CRUSTACEA LARVAE",NA,NA,NA,1
2056,NA,NA,"ARCOSCALPELLUM MICHELOTTIANUM",106182,2
2062,NA,NA,"CHIRONA HAMERI",106207,21
2100,"SHRIMPS",NA,"DECAPODA",1130,136
2200,NA,NA,"PANDALIDAE",106789,44
2210,NA,NA,"PANDALUS",107044,24
2211,NA,NA,"PANDALUS BOREALIS",107649,641
2212,NA,NA,"PANDALUS MONTAGUI",107651,1746
2213,NA,NA,"ATLANTOPANDALUS PROPINQVUS",158351,144
2214,NA,NA,"DICHELOPANDALUS LEPTOCERUS",158356,268
2215,NA,NA,"DICHELOPANDALUS",107041,1
2216,NA,NA,"PLESIONIKA",107046,1
2217,NA,NA,"PLESIONIKA MARTIA",107661,1
2219,NA,NA,"PASIPHAEIDAE",106790,11
2220,NA,NA,"PASIPHAEA TARDA",107678,26
2221,NA,NA,"PASIPHAEA MULTIDENTATA",107676,267
2222,NA,NA,"PARAPASIPHAE SULCATIFRONS",107673,12
2223,"SERGESTES ARCTICUS",NA,"EUSERGESTES ARCTICUS",515738,74
2310,NA,NA,"SPIRONTOCARIS",106994,28
2311,NA,NA,"EUALUS FABRICII",158357,1
2312,NA,NA,"LEBBEUS POLARIS",107521,202
2313,NA,NA,"SPIRONTOCARIS LILJEBORGII",107531,136
2315,NA,NA,"SPIRONTOCARIS PHIPPSII",107532,16
2316,NA,NA,"SPIRONTOCARIS SPINUS",107533,90
2319,NA,NA,"LEBBEUS GROENLANDICUS",107520,39
2320,NA,NA,"LEBBEUS",106989,13
2330,NA,NA,"EUALUS",106986,1
2331,NA,NA,"EUALUS MACILENTUS",158359,22
2332,NA,NA,"EUALUS FABRICII",158357,37
2333,NA,NA,"EUALUS GAIMARDII",107504,33
2361,NA,NA,"ACANTHEPHYRA",107018,3
2362,NA,NA,"ACANTHEPHYRA PURPUREA",107582,9
2363,NA,NA,"ACANTHEPHYRA EXIMIA",564909,1
2369,NA,NA,"OPLOPHORUS SPINOSUS",107602,3
2400,NA,NA,"CRANGONIDAE",106782,11
2411,NA,NA,"ARGIS DENTATA",107550,338
2414,NA,NA,"SCLEROCRANGON BOREAS",107568,73
2415,NA,NA,"PONTOPHILUS NORVEGICUS",107563,196
2416,NA,NA,"CRANGON",107007,137
2417,NA,NA,"CRANGON SEPTEMSPINOSA",158355,147
2419,"SABINEA SARSI",NA,"SABINEA SARSII",107566,24
2420,NA,NA,"SABINEA",107012,22
2421,NA,NA,"SABINEA SEPTEMCARINATA",107567,23
2461,NA,NA,"SERGESTES",106829,1
2471,NA,NA,"GENNADAS",106813,11
2499,"SHRIMP-LIKE",NA,NA,NA,1
2506,NA,NA,"BATHYNECTES LONGISPINA",394995,1
2507,"BRACHIURAN CRABS",NA,"BRACHYURA",106673,5
2510,"BRACHIURAN CRABS",NA,"BRACHYURA",106673,5
2511,"JONAH CRAB",NA,"CANCER BOREALIS",158056,1293
2513,"ATLANTIC ROCK CRAB",NA,"CANCER IRRORATUS",158057,756
2515,NA,NA,"PORTUNIDAE",106763,1
2519,"SPIDER CRAB (NS)",NA,"MAJIDAE",106760,4
2520,"TOAD CRAB,UNIDENT.",NA,"HYAS",106903,69
2521,NA,NA,"HYAS COARCTATUS",107323,654
2523,"NORTHERN STONE CRAB",NA,"LITHODES MAJA",107205,480
2524,NA,NA,"CANCER",106876,1
2525,"SPINY CRAB",NA,"LITHODIDAE",106737,1
2526,"SNOW CRAB (QUEEN)",NA,"CHIONOECETES OPILIO",107315,1232
2527,"TOAD CRAB",NA,"HYAS ARANEUS",107322,541
2528,"PORCUPINE CRAB",NA,"NEOLITHODES GRIMALDII",107206,3
2529,NA,NA,"CALAPPA",106873,1
2532,"RED DEEPSEA CRAB",NA,"CHACEON QUINQUEDENS",158407,91
2540,NA,NA,"AXIIDAE",106798,1
2541,NA,NA,"AXIUS SERRATUS",158379,23
2547,NA,NA,"SPINOLAMBRUS POURTALESII",442342,4
2550,"AMERICAN LOBSTER",NA,"HOMARUS AMERICANUS",156134,1453
2554,NA,NA,"GALATHEIDAE",106733,2
2555,NA,NA,"MUNIDA IRIS",158398,33
2556,NA,NA,"MUNIDA VALIDA",158399,25
2559,"HERMIT CRABS",NA,"PAGURIDAE",106738,790
2560,NA,NA,"PAGUROIDEA",106687,62
2562,NA,NA,"PAGURUS ACADIANUS",158400,61
2565,"MUD SHRIMP",NA,"THALASSINIDAE",196160,1
2566,NA,NA,"MUNIDOPSIS CURVIROSTRA",107175,36
2568,NA,NA,"PAGURUS ARCUATUS",158402,18
2571,NA,NA,"ONCOPAGURUS",106856,1
2600,"KRILL SHRIMP",NA,"EUPHAUSIACEA",1128,206
2610,NA,NA,"EUPHAUSIIDAE",110671,4
2611,"NORTHERN KRILL",NA,"MEGANYCTIPHANES NORVEGICA",110690,156
2612,NA,NA,"EUPHAUSIA",110673,1
2621,NA,NA,"THYSANOESSA RASCHII",110711,3
2700,"MYSID SHRIMP",NA,"MYSIDA",149668,8
2771,NA,NA,"GNATHOPHAUSIA",119826,21
2795,NA,NA,"EPIMERIA (EPIMERIA) LORICATA",1053399,3
2799,NA,NA,"STEGOCEPHALUS INFLATUS",103105,3
2800,NA,NA,"AMPHIPODA",1135,35
2802,"HYPERIA OCULATA",NA,NA,NA,1
2803,"AMPHIPODS",NA,"ARRHIS PHYLLONYX",102870,4
2809,NA,NA,"THEMISTO",101800,7
2810,NA,NA,"HYPERIA",101796,1
2811,NA,NA,"GAMMARIDAE",101383,7
2833,NA,NA,"ANONYX",101592,11
2844,NA,NA,"ANONYX SARSI",102516,1
2848,NA,NA,"RHACHOTROPIS ACULEATA",102224,13
2864,"AMPHIPOD",NA,"AMPELISCA MACROCEPHALA",101908,1
2893,NA,NA,"NYMPHON",134591,34
2900,"COPEPODA\ NAUPLII",NA,"COPEPODA",1080,2
2906,NA,NA,"HYPERIIDAE",101417,12
2908,"COPEPOD",NA,"MONSTRILLA",119780,4
2930,NA,NA,"OITHONA SETIGERA SETIGERA",734517,1
2940,NA,NA,"TANAIDIDAE",798770,2
2946,NA,NA,"PHRONIMA",101804,12
2980,"RED ISOPOD",NA,"ISOPODA",1131,49
2981,NA,NA,"AEGA PSORA",118827,4
2990,"BARNACLES",NA,"CIRRIPEDIA",1082,211
2995,NA,NA,"BALANIDAE",106057,9
2999,"ISOPOD",NA,"CALATHURA BRACHIATA",118497,16
3000,"SEGMENTED WORMS",NA,"ANNELIDA",882,10
3085,NA,NA,"EUNICIDAE",966,6
3099,NA,NA,"HYALINOECIA TUBICOLA",130464,11
3100,"BRISTLE WORMS",NA,"POLYCHAETA",883,216
3101,"LARGE POLYCHAETE, 3MM DIA",NA,NA,NA,45
3102,"SMALL POLYCHAETE )3MM DIA",NA,NA,NA,45
3104,NA,NA,"NEPHTYS",129370,3
3115,NA,NA,"NEPHTYIDAE",956,1
3130,NA,NA,"NEREIS",129379,1
3138,NA,NA,"SABELLIDAE",985,8
3143,"FILAMENT TUBE WORM",NA,"MALDANIDAE",923,2
3144,NA,NA,"PECTINARIA",129437,4
3147,"FAN WORM",NA,"POTAMILLA NEGLECTA",130954,1
3150,NA,NA,"NEREIDIDAE",22496,1
3159,NA,NA,"OPHELIA",129413,1
3160,NA,NA,"TEREBELLIDAE",982,1
3161,"LUGWORM",NA,"ARENICOLA MARINA",129868,1
3164,NA,NA,"SPIONIDA",889,1
3200,"SEA MOUSE",NA,"APHRODITA HASTATA",157181,127
3210,NA,NA,"APHRODITIDAE",938,3
3212,NA,NA,"APHRODITA",129194,164
3215,NA,NA,"LAETMONICE FILICORNIS",129844,35
3221,NA,NA,"CHONE",129525,2
3300,NA,NA,"SIPUNCULA",1268,16
3500,NA,NA,"POLYNOIDAE",939,21
3501,NA,NA,"LEPIDONOTUS SQUAMATUS",130801,41
3503,NA,NA,"HARMOTHOE",129491,3
3505,NA,NA,"HARMOTHOE EXTENUATA",130762,3
3550,"BLOOD WORMS",NA,"GLYCERA",129296,2
3551,"BLOOD WORM",NA,"GLYCERA CAPITATA",130118,2
3999,"SAND TUBE",NA,NA,NA,2
4000,NA,NA,"MOLLUSCA",51,3
4200,"SNAILS AND SLUGS",NA,"GASTROPODA",101,175
4209,NA,NA,"BUCCINIDAE",149,8
4210,"WHELKS",NA,"BUCCINUM",137701,360
4211,"WAVE WHELK,COMMON EDIBLE",NA,"BUCCINUM UNDATUM",138878,135
4212,"SILKY BUCCINUM",NA,"BUCCINUM SCALARIFORME",138875,12
4213,NA,NA,"BERINGIUS TURTONI",138855,4
4220,"MOON SNAIL UNSP",NA,"NATICIDAE",145,12
4221,"NORTHERN MOONSNAIL",NA,"EUSPIRA HEROS",160315,83
4224,NA,NA,"MARGARITES COSTALIS",141819,3
4225,NA,NA,"MARGARITES GROENLANDICUS",141820,1
4227,"NEW ENGLAND NEPTUNE",NA,"NEPTUNEA DECEMCOSTATA",491164,191
4228,"SPINDLE SHELL",NA,"COLUS",137704,110
4230,"DUCK OR PELICAN FOOT",NA,"APORRHAIS",137656,12
4231,NA,NA,"NUCELLA LAPILLUS",140403,1
4233,NA,NA,"NASSARIUS TRIVITTATUS",160399,1
4250,"PERIWINKLES",NA,"LITTORINIDAE",119,6
4252,"VELVET SHELL",NA,"VELUTINA VELUTINA",141905,1
4255,"TOP SHELLS",NA,"TROCHIDAE",443,3
4259,NA,NA,"CALLIOSTOMA OCCIDENTALE",141765,1
4260,NA,NA,"AMAUROPSIS ISLANDICA",140521,2
4300,NA,NA,"BIVALVIA",105,77
4304,"OCEAN QUAHAUG",NA,"ARCTICA ISLANDICA",138802,44
4305,NA,NA,"PANDORA GOULDIANA",156932,2
4307,NA,NA,"ASTARTE UNDATA",156747,3
4308,NA,NA,"NUCULA",138262,1
4310,"CLAMS (NS)",NA,"PROTOBRANCHIA",106,26
4311,"HARD CLAM (PREV VENUS MERCENARIA",NA,"MERCENARIA MERCENARIA",141919,3
4312,"BANK CLAM",NA,"CYRTODARIA SILIQUA",140102,25
4314,"FALSE QUAHOG/ MORRHUA VENUSNA",NA,"AGRIOPOMA MORRHUANUM",594424,7
4315,"RAZOR CLAM",NA,"SILIQUA",159997,1
4316,NA,NA,"ASTARTE",137683,34
4317,"BAR,SURF CLAM",NA,"SPISULA SOLIDISSIMA",156996,13
4318,"SOFT SHELL CLAM",NA,"MYA ARENARIA",140430,4
4319,"SOFT SHELL OR LONG NECK CLAM",NA,"HIATELLA ARCTICA",140103,6
4320,"SCALLOPS",NA,"PECTINIDAE",213,1
4321,"SEA SCALLOP",NA,"PLACOPECTEN MAGELLANICUS",156972,863
4322,"ICELAND SCALLOP",NA,"CHLAMYS ISLANDICA",140692,323
4323,"HARD CLAM (PREV VENUS MERCENARIA",NA,"MERCENARIA MERCENARIA",141919,5
4328,NA,NA,"ANOMIIDAE",214,5
4330,"MUSSELS (NS)",NA,"MYTILIDAE",211,59
4331,"COMMON MUSSELS",NA,"MYTILUS EDULIS",140480,60
4332,"HORSE MUSSELS",NA,"MODIOLUS MODIOLUS",140467,35
4334,NA,NA,"MUSCULUS NIGER",140474,3
4340,"COCKLES",NA,"CARDIIDAE",229,5
4342,"ICELAND COCKLE",NA,"CILIATOCARDIUM CILIATUM",139000,1
4343,"GREENLAND COCKLE",NA,"SERRIPES GROENLANDICUS",582749,2
4344,"HEART SHELL",NA,"CYCLOCARDIA BOREALIS",156832,1
4345,"NORTHERN DWARF COCKLE",NA,"PARVICARDIUM PINNULATUM",181343,3
4346,"SOLEMYA BOREALIS",NA,"PETRASMA BOREALIS",1465606,1
4348,"MOLLUSCA SHELLS EMPTY",NA,NA,NA,3
4349,"SCALLOP SHELLS",NA,NA,NA,3
4350,"NUT SHELLS",NA,"NUCULIDAE",204,1
4355,"STIMPSON'S SURF CLAM, ARCTIC SURF CLAM",NA,"MACTROMERIS POLYNYMA",156863,8
4356,NA,NA,"YOLDIA SAPOTILLA",157007,1
4380,NA,NA,"ANOMIA SIMPLEX",156737,3
4381,NA,NA,"ANOMIA",137650,13
4400,"SEA SLUGS",NA,"NUDIBRANCHIA",1762,193
4410,"BUSHY BACKSLUG",NA,"DENDRONOTUS",137885,11
4431,"GIANT CANOE BUBBLE",NA,"SCAPHANDER PUNCTOSTRIATUS",139490,16
4500,NA,NA,"CEPHALOPODA",11707,49
4508,NA,NA,"BATHYPOLYPUS",138265,20
4509,NA,NA,"CIRROTEUTHIS",153091,1
4511,"SHORT-FIN SQUID",NA,"ILLEX ILLECEBROSUS",153087,2533
4512,"LONGFIN SQUID, LONGFIN INSHORE SQUID",NA,"DORYTEUTHIS PEALEII",574541,152
4514,"SQUID (NS)",NA,"DECAPODIFORMES",325342,44
4515,NA,NA,"ILLEX",138278,1
4520,"OCTOPUS",NA,"INCIRRATA",11733,6
4521,"OCTOPUS",NA,"OCTOPODA",11718,839
4522,NA,NA,"SEMIROSSIA TENERA",157036,13
4527,NA,NA,"STAUROTEUTHIDAE",153105,1
4529,NA,NA,"OCTOPODIDAE",11782,1
4536,"BOBTAIL SQUID",NA,"SEPIOLIDAE",11725,306
4555,NA,NA,"HISTIOTEUTHIS",138074,2
4560,NA,NA,"PYROTEUTHIS",138423,1
4568,NA,NA,"GONATIDAE",11743,3
4569,NA,NA,"GONATUS",138036,4
4574,NA,NA,"HISTIOTEUTHIDAE",11749,1
4580,NA,NA,"HISTIOTEUTHIS REVERSA",181381,6
4584,NA,NA,"MASTIGOTEUTHIS",138168,5
4590,NA,NA,"TAONIINAE",325296,1
4599,NA,NA,"GONATUS FABRICII",153097,2
4657,NA,NA,"TEUTHOWENIA MEGALOPS",139429,3
4660,NA,NA,"GONATUS STEENSTRUPI",140027,2
4700,"CHITONS",NA,"POLYPLACOPHORA",55,5
5100,"SEA SPIDER",NA,"PYCNOGONIDA",1302,167
5101,NA,NA,"PYCNOGONIDAE",1567,10
5102,"ANEMONE SEA SPIDER",NA,"PYCNOGONUM LITORALE",239867,7
5200,"LIMPET (NS)",NA,"ARCHAEOGASTROPODA",110,6
5500,"RIBBON WORM UNIDENTIFIED",NA,"NEMERTEA",152391,1
6000,"SPINY SKINNED ANIMALS",NA,"ECHINODERMATA",1806,3
6006,"PORTUNID CRABS",NA,"BATHYNECTES MARAVIGNA",107377,2
6100,NA,NA,"ASTEROIDEA",123080,1075
6101,"CEREMASTER GRANULARIS",NA,"CERAMASTER GRANULARIS",124020,274
6102,NA,NA,"PORANIA (PORANIA) PULVILLUS",125166,248
6105,NA,NA,"ASTERIIDAE",123121,3
6106,NA,NA,"SCLERASTERIAS TANNERI",178806,72
6107,NA,NA,"STEPHANASTERIAS ALBULA",123808,6
6109,NA,NA,"ASTERIAS FORBESI",158489,120
6110,NA,NA,"ASTERIAS",123219,191
6111,NA,NA,"ASTERIAS RUBENS",123776,855
6113,NA,NA,"LEPTASTERIAS (HEXASTERIAS) POLARIS",125154,230
6114,NA,NA,"LEPTASTERIAS",123222,265
6115,"MUD STAR",NA,"CTENODISCUS CRISPATUS",123915,443
6116,NA,NA,"PSEUDARCHASTER",123304,96
6117,NA,NA,"HIPPASTERIA PHRYGIANA",124043,827
6118,"BLOOD STAR (GENUS)",NA,"HENRICIA",123276,802
6119,"BLOOD STAR",NA,"HENRICIA SANGUINOLENTA",123974,189
6120,"BLOOD STAR (GENUS)",NA,"HENRICIA",123276,134
6121,"PURPLE SUNSTAR",NA,"SOLASTER ENDECA",124160,439
6122,NA,NA,"SOLASTER",123338,7
6123,"SPINY SUNSTAR",NA,"CROSSASTER PAPPOSUS",124154,717
6125,NA,NA,"PTERASTER MILITARIS",124147,223
6126,NA,NA,"PTERASTER PULVILLUS",124151,94
6128,NA,NA,"MEDIASTER BAIRDI",124045,7
6129,"PORANIOMORPHA HISPIDA",NA,"PORANIOMORPHA (PORANIOMORPHA) HISPIDA",125170,132
6130,NA,NA,"CULCITOPSIS BOREALIS",125168,13
6131,NA,NA,"DIPLOPTERASTER MULTIPES",124128,55
6133,NA,NA,"PONTASTER",123244,29
6134,"SLENDER ARMED SEA STAR",NA,"LEPTASTERIAS TENERA",158496,7
6135,NA,NA,"ASTROPECTEN DUPLICATUS",178650,1
6136,NA,NA,"ASTROPECTEN AMERICANUS",158490,61
6139,NA,NA,"PLUTONASTER AGASSIZI",123639,4
6149,NA,NA,"SOLASTER SYRTENSIS",124167,1
6200,"BRITTLE STAR",NA,"OPHIUROIDEA",123084,455
6201,NA,NA,"OPHIACANTHA ABYSSICOLA",124973,13
6202,NA,NA,"OPHIACANTHA BIDENTATA",124978,35
6211,"DAISY",NA,"OPHIOPHOLIS ACULEATA",125125,257
6212,NA,NA,"OPHIURA",123574,8
6213,"OPHIURA SARSI",NA,"OPHIURA SARSII",124934,170
6218,NA,NA,"OPHIOMUSA LYMANI",245559,1
6300,"BASKET STARS",NA,"EURYALIDA",242196,326
6310,NA,NA,"GORGONOCEPHALUS",123586,9
6397,"SAND DOLLARS,URCHINS (NS)",NA,"ECHINOIDEA",123082,8
6400,"SEA URCHINS",NA,"STRONGYLOCENTROTUS",123390,116
6411,"SEA URCHIN (GREEN)",NA,"STRONGYLOCENTROTUS DROEBACHIENSIS",124321,1002
6413,"HEART URCHIN",NA,"BRISASTER FRAGILIS",124404,85
6421,"PURPLE-SPINED SEA URCHIN",NA,"ARBACIA PUNCTULATA",158058,5
6500,"SAND DOLLARS",NA,"CLYPEASTEROIDA",123100,584
6511,NA,NA,"ECHINARACHNIUS PARMA",158062,268
6600,NA,NA,"HOLOTHUROIDEA",123083,416
6601,"F. PHYLLOPHORIDAE",NA,"PENTAMERA CALCIGERA",124655,1
6611,"SEA CUCUMBER (COMMON)",NA,"CUCUMARIA FRONDOSA",124612,628
6615,NA,NA,"STEREODERMA UNISEMITA",158488,2
6710,NA,NA,"PSOLUS",146121,6
6713,"SCARLETT PSOLUS",NA,"PSOLUS FABRICII",124703,3
6715,NA,NA,"PSOLUS PHANTAPUS",124710,15
6718,NA,NA,"MOLPADIA",123540,7
6719,NA,NA,"CHIRIDOTA LAEVIS",124434,1
6900,"SEA LILIES",NA,"CRINOIDEA",123081,6
7000,"ROUND WORMS",NA,"NEMATODA",799,1
7100,"ROUND WORMS",NA,"NEMATODA",799,3
7500,NA,NA,"TURBELLARIA",794,1
7719,"NORTHERN LAMP SHELL",NA,"TEREBRATULINA SEPTENTRIONALIS",104056,1
7723,"BOBTAILS (ROSSIA SP.)",NA,"ROSSIA",138481,1
8000,NA,NA,"CNIDARIA",1267,6
8010,"MOON JELLY",NA,"AURELIA AURITA",135306,6
8100,"COMB JELLIES",NA,"CTENOPHORA",1248,221
8145,"BLIND LOBSTER",NA,"STEREOMASTIS SCULPTA",107700,10
8200,NA,NA,"CNIDARIA",1267,2
8208,"ANTHOZOA SEA ANEMONES",NA,"ACTINIARIA",1360,87
8209,NA,NA,"ACTINIIDAE",100653,28
8216,NA,NA,"ACTINOSTOLA",100709,53
8300,"ANTHOZOA C./ SEA ANEMONE",NA,NA,NA,1001
8311,NA,NA,"METRIDIUM SENILE",100982,10
8313,NA,NA,"STOMPHIA COCCINEA",100854,6
8315,NA,NA,"URTICINA FELINA",100834,11
8316,NA,NA,"HORMATHIA",100757,51
8317,NA,NA,"BOLOCERA",100698,77
8318,"SEA PEN",NA,"PENNATULACEA",1367,299
8320,NA,NA,"PACHYCERIANTHUS BOREALIS",283816,13
8321,NA,NA,"EPIZOANTHUS PAPILLOSUS",101037,1
8322,"SEA CORN",NA,"PRIMNOA RESEDAEFORMIS",125411,11
8323,"BUBBLE GUM CORAL",NA,"PARAGORGIA ARBOREA",125418,44
8324,"SEA CAULIFLOWER, STRAWBERRIES",NA,"GERSEMIA RUBIFORMIS",156103,147
8325,"GOLD-BANDED/BAMBOO CORAL",NA,"KERATOISIS GRAYI",125376,25
8326,NA,NA,"ACANTHOGORGIA ARMATA",125348,10
8327,"SOFT CORAL UNIDENTIFIED",NA,"ALYONACEA",1365,103
8328,NA,NA,"ANTHOMASTUS GRANDIFLORUS",125335,6
8329,NA,NA,"ACANELLA ARBUSCULA",125371,12
8330,NA,NA,"RADICIPES GRACILIS",125357,12
8331,"SPIDER HAZARDS CORAL",NA,"DESMOPHYLLUM PERTUSUM",1245747,4
8332,"ANOTHOZOA C./ CORAL (NS)",NA,NA,NA,48
8333,NA,NA,"PARAMURICEA",125311,3
8335,"CUP CORAL",NA,"FLABELLUM",135114,48
8336,"DEAD MANS FINGERS",NA,"ALCYONIUM DIGITATUM",125333,16
8337,"BLACK CORALS THORNY CORALS",NA,"ANTIPATHARIA",22549,2
8338,NA,NA,"CHRYSOGORGIA AGASSIZII",125351,5
8339,NA,NA,"CLAVULARIA",125286,1
8341,"HYDROZOA",NA,"SERTULARELLA POLYZONIAS",117906,2
8343,"RIBBON WORM UNIDENTIFIED",NA,"NEMERTEA",152391,7
8345,"SEA CUCUMBER",NA,"THYONELLA PERVICAX",422527,1
8346,NA,NA,"PSEUDARCHASTER PARELII",124085,112
8347,NA,NA,"PSILASTER ANDROMEDA",123908,217
8348,NA,NA,"LEPTYCHASTER ARCTICUS",123896,7
8349,NA,NA,"LOPHASTER FURCIFER",124156,10
8352,NA,NA,"SYSCENUS INFELIX",156446,3
8353,NA,NA,"ACANTHEPHYRA PELAGICA",107581,40
8354,NA,NA,"SERGIA",106830,18
8355,"DEEP SEA FINNED OCTOPUS",NA,"CIRRATA",11732,2
8356,NA,NA,"RHIZAXINELLA",132071,7
8359,NA,NA,"FUNICULINA QUADRANGULARIS",128506,5
8360,NA,NA,"PTILELLA GRANDIS",1379630,3
8361,NA,NA,"ANTHOPTILUM GRANDIFLORUM",128504,15
8362,NA,NA,"FLABELLUM (ULOCYATHUS) ALABASTRUM",135194,20
8363,NA,NA,"BALTICINA",146534,3
8364,NA,NA,"GEODIA",132005,23
8366,NA,NA,"PHAKELLIA",131779,2
8367,NA,NA,"PENNATULA ACULEATA",128515,62
8381,NA,NA,"EPIZOANTHIDAE",100688,1
8382,NA,NA,"EPIZOANTHUS",100790,79
8386,NA,NA,"NEPHTHEIDAE",146762,14
8388,NA,NA,"DRIFA GLOMERATA",146941,9
8389,NA,NA,"DUVA FLORIDA",146943,7
8390,NA,NA,"GERSEMIA FRUTICOSA",156101,4
8392,NA,NA,"HETEROPOLYPUS",345446,1
8400,NA,NA,"HYDROZOA",1337,215
8405,"GARLAND HYDROIDS",NA,"SERTULARIA",117234,7
8500,"JELLYFISHES",NA,"SCYPHOZOA",135220,863
8506,NA,NA,"ATOLLA WYVILLEI",135282,2
8511,"PINK JELLYFISH",NA,"CYANEA CAPILLATA",135301,79
8516,NA,NA,"PERIPHYLLA PERIPHYLLA",135294,6
8520,"JELLYFISH",NA,"PELAGIA NOCTILUCA",135305,12
8530,"SEA CORALS (NS)",NA,"SCLERACTINIA",1363,21
8550,NA,NA,"STAUROZOA",265044,3
8600,"SPONGES",NA,"PORIFERA",558,1427
8601,"RUSSIAN HATS",NA,"VAZELLA POURTALESII",172121,136
8605,NA,NA,"POLYMASTIIDAE",131673,90
8608,NA,NA,"POLYMASTIA HEMISPHAERICA",134200,2
8609,NA,NA,"POLYMASTIA ANDRICA",157415,7
8610,NA,NA,"POLYMASTIA",132046,128
8611,NA,NA,"POLYMASTIA MAMILLARIS",134204,1
8612,NA,NA,"TENTORIUM SEMISUBERITES",134224,3
8613,"FIG SPONGE",NA,"SUBERITES FICUS",134285,30
8616,NA,NA,"MYCALE (MYCALE) LINGUA",168640,11
8618,NA,NA,"HALICLONA",131834,9
8621,"EYED SPONGE",NA,"HALICLONA (HALICLONA) OCULATA",132833,55
8700,NA,NA,"SIPHONOPHORAE",1371,2
9003,"UNID FISH AND EGGS",NA,NA,NA,1
9200,"STONES AND ROCKS",NA,NA,NA,17
9300,"SEAWEED,(ALGAE),KELP",NA,"PHAEOPHYCEAE",830,44
9301,"BROWN ROCKWEED",NA,"FUCUS",144129,9
9302,"SEA LETTUCE",NA,"ULVA",144296,4
9303,"BROWN SEAWEEDS",NA,"PHAEOPHYCEAE",830,5
9305,"EEL GRASS",NA,"ZOSTERA SUBG. ZOSTERA MARINA",145795,1
9308,"SOUR WEED",NA,"DESMARESTIA ACULEATA",145307,1
9321,"LASAGNA KELP",NA,"SACCHARINA LONGICRURIS",376877,7
9323,"SEA WHIP KELP",NA,"ALARIA ESCULENTA",145716,2
9324,"PIGSKIN KELP",NA,"SACCORHIZA DERMATODEA",145734,1
9325,"SEA COLANDER/ HOLEY KELP",NA,"AGARUM CLATHRATUM",157207,7
9327,"BLADDER WRACK",NA,"FUCUS VESICULOSUS",145548,5
9328,"ROCK WEED",NA,"FUCUS DISTICHUS",145544,1
9330,"TOOTHED WRACK",NA,"FUCUS SERRATUS",145546,1
9331,"KNOTTED WRACK",NA,"ASCOPHYLLUM NODOSUM",145541,54
9334,"DULSE",NA,"PALMARIA PALMATA",145771,8
9355,"RED FILAMENTOUS",NA,"POLYSIPHONIA",143853,1
9400,"FOREIGN ARTICLES,GARBAGE",NA,NA,NA,2
9488,"GREATER SHEARWATER",NA,"PUFFINUS GRAVIS",137201,1
9620,"INORGANIC DEBRIS",NA,NA,NA,1
9630,"ORGANIC DEBRIS",NA,NA,NA,41
9990,"MIXED",NA,NA,NA,14
9991,"FIRST UNIDENTIFIED PER SET",NA,NA,NA,320
9992,"SECOND UNIDENTIFIED PER SET",NA,NA,NA,133
9993,"THIRD UNIDENTIFIED PER SET",NA,NA,NA,89
9994,"FOURTH UNIDENTIFIED PER SET",NA,NA,NA,68
9995,"FIFTH UNIDENTIFIED PER SET",NA,NA,NA,54
9996,"SIXTH UNIDENTIFIED PER SET",NA,NA,NA,41
9997,"SEVENTH UNIDENTIFIED PER SET",NA,NA,NA,28
9998,"EIGHTH UNIDENTIFIED PER SET",NA,NA,NA,21
9999,"NINTH UNIDENTIFIED PER SET",NA,NA,NA,5
